,Price,Address,Specifics,Full_address
1958,"$597,000",156 Albion Street,"2BD1BA1 Parking1,020 sqft","156 Albion Ave, Scarborough, ON M1L 1J6"
1959,"$1,695,000",51 Clubhouse Drive,"1+3BD4BA7 Parking18,822 sqft","51 Clubhouse Ct, North York, ON M3L 2L7"
1960,"$2,470,000",23 Graham Avenue,"3BD2BA3 Parking2,794 sqft","23 Graham Ave, St. Catharines, ON L2N 5L3"
1961,"$1,195,000",12419 Whittaker Road,"3+2BD3BA8 Parking2,158 sqft","12419 Whittaker Rd, Springfield, ON N0L 2J0"
1962,"$799,000",188 Brunswick Avenue,"3BD2BA3 Parking1,450 sqft","188 Brunswick Ave, Toronto, ON M5S 2M5"
1963,"$1,149,000",10 Poole Crescent,"4BD3BA4 Parking2,338 sqft","10 Poole Cres, Middlesex Centre, ON N0L 1R0"
1964,"$879,000",28 Francis Street,"3BD2BA7 Parking1,248 sqft","28 Francis St, Woodbridge, ON L4L 1P6"
1965,"$569,000",47 Brock Street,"3BD2BA0 Parking2,657 sqft","47 Brock St S, Whitby, ON L1N 4J9"
1966,"$675,000",10 Cowan Road,"5BD3BA8 Parking39,204 sqft","10 Cowan Rd, Brampton, ON L6X 2P8"
1967,"$1,298,888",1027 Select Trail,"3+1BD4BA6 Parking41,077 sqft","Dysart et al, ON K0M 1S0"
1968,"$749,900",7 Young Street,"3BD1BA9 Parking1,281 sqft","7 Yonge St, Toronto, ON M4P 2J1"
1969,"$809,900",1254 Lawson Road,"4BD4BA4 Parking2,120 sqft","Toronto, ON"
1970,"$739,999",31 Maryann Lane,"4+1BD5BA4 Parking2,500-3,000 sqft","31 Maryann Price Ln, Cambridge, ON N3C 4K6"
1971,"$2,495,000",151 West Ridge Drive,"3+2BD4BA6 Parking2,626 sqft","151 Ridge Dr, Toronto, ON M4T 1B6"
1972,"$495,000",182 Gould Road,"4BD2BA6 Parking1,970 sqft","182 Gould Rd, Castleton, ON K0K 1M0"
1973,"$460,000",4407 Fifth Avenue,2BD1BA3 Parking710 sqft,"4407 5th Ave, Niagara Falls, ON L2E 4R3"
1974,"$699,900",17 Sunnyside Drive,2+1BD1BA2 Parking800 sqft,"17 Sunnyside Dr, Richmond Hill, ON L4C 0S5"
1975,"$4,900,000",1030 Thompson Lane,"2+4BD5BA8 Parking65,535 sqft","1030 Thompson Ln, Dwight, ON P0A 1H0"
1976,"$1,162,400",1263 Waterside Way,"4BD4BA4 Parking3,200 sqft","Vaughan, ON"
1977,"$869,900",966 Stonewalk Drive,"4BD3BA4 Parking2,000 sqft","966 Stonewalk Dr, Kingston, ON K7K 0H1"
1978,"$969,900",1255 Waterside Way,"3BD2BA4 Parking1,850 sqft","Vaughan, ON"
1979,"$999,900",1251 Waterside Way,"4BD3BA4 Parking2,700 sqft","Vaughan, ON"
1980,"$794,900",970 Stonewalk Drive,"3BD3BA4 Parking1,620 sqft","970 Stonewalk Dr, Kingston, ON K7K 0H1"
1981,"$349,900",11 Albert Street,,"11 Albert St, Markham, ON L3P 2T3"
1982,"$365,000",00 Bullis Road,,"0 Bullis Rd, West Seneca, NY 14224, USA"
1983,"$524,900",24 Fairview Court,"4BD1BA3 Parking10,062 sqft","24 Fairview Ave, Richmond Hill, ON L4C 6L2"
1984,"$689,000",15212 Highway 118,"2BD1BA2 Parking1,080 sqft","15212 ON-118, Haliburton, ON K0M 1S0"
1985,"$3,599,000",161 Perryman Court,"4+1BD4BA14 Parking3,542 sqft",No Address Found
1986,"$599,900",64 Princess Street,"8BD4BA8 Parking6,272 sqft","64 Princess Ave, North York, ON M2N 3R6"
1987,"$625,000",152 Fifth Avenue N,"9BD8BA6 Parking4,000 sqft","152 5th Ave, New York, NY 10003, USA"
1988,"$650,000",45 Woodland Drive,"3+3BD2BA3 Parking1,028 sqft","45 Woodland Dr, Cambridge, ON N1R 2X7"
1989,"$589,900",106 Hillcrest Road,"3BD1BA3 Parking1,240 sqft","Pickering, ON"
1990,"$2,100,000",5 - 9 Dock Lane,"4BD4BA3 Parking2,961 sqft","5 Dock Ln, Port McNicoll, ON L0K 1R0"
1991,"$599,900",191 DRUMMOND Street,"3BD2BA0 Parking1,452 sqft","191 Drummond St, Brantford, ON N3S 6A8"
1992,"$1,499,999",48 BENSON Avenue,"4BD4BA3 Parking2,501 sqft","48 Benson Ave, Richmond Hill, ON L4C 4E6"
1993,"$899,900",379 EAST 19TH Street,"4BD2BA0 Parking1,012 sqft","379 E 19th St, Hamilton, ON L9A 4S9"
1994,"$749,900",86 DRIFTWOOD Drive,"3BD3BA2 Parking1,364 sqft","86 Driftwood Ave, North York, ON M3N 2M8"
1995,"$1,660,000",34 Portman St,4BD4BA4 Parking,"34 Portman St, Caledon, ON L7C 2E9"
1996,"$1,499,000",5966 COMPASS LANE,"5BD4BA0 Parking3,023 sqft",No Address Found
1997,"$999,900",395 Skinner Rd,"4BD3BA2 Parking1,500-2,000 sqft","395 Skinner Rd, Hamilton, ON L0R 2H1"
1998,"$2,195,000",41436 DRYDEN ROAD,"6BD5BA6 Parking3,442 sqft","Toronto, ON"
1999,"$1,499,990",16803 Leslie Hill Rd,"3BD2BA9 Parking1,500-2,000 sqft","16803 Leslie Hill Rd, Terra Cotta, ON L0P 1N0"
0,"$1,699,888",24 Poplar Rd,"7+4BD5BA10 Parking3,500-5,000 sqft","24 Poplar Rd, Scarborough, ON M1E 1Z1"
1,"$7,680,000",7860 SUNNYMEDE CRESCENT,"5BD7BA6 Parking4,664 sqft","7860 Sunnymede Crescent, Richmond, BC V6Y 1H4"
2,"$1,050,000",9144 WILLIAMS STREET,"3BDBA0 Parking1,523 sqft","Markham, ON"
3,"$575,000",94 Borden Ave,"3BD2BA3 Parking2,000-2,500 sqft","94 Borden St, Toronto, ON M5S 2N1"
4,"$1,999,000",2 Theodore Pl,"5+1BD4BA4 Parking3,500-5,000 sqft","2 Theodore Pl, Thornhill, ON L4J 8E2"
5,"$1,099,000",2591 Sheffield Blvd,4BD3BA6 Parking,"2591 Sheffield Blvd, London, ON N6M 1E7"
6,"$544,900",195 Elizabeth St,2BD1BA6 Parking,"195 Elizabeth St, Toronto, ON M5G 2M1"
7,"$3,598,000",4284 W 15TH AVENUE,"5BD4BA3 Parking3,108 sqft","4284 W 15th Ave, Vancouver, BC V6R 3A6"
8,"$2,630,000",2347 BROADWAY STREET,"8BD10BA8 Parking5,358 sqft","Mississauga, ON"
9,"$1,199,900",376 Philip Dr,3BD1BA8 Parking,"376 Philip Pl, Ancaster, ON L9G 3G8"
10,"$460,000",97 Golf Course Rd,2BD1BA4 Parking,"Magnetawan, ON P0A 1P0"
11,"$780,000",25 Kelson Ave,"3+2BD2BA7 Parking2,000-2,500 sqft","25 Kelson Ave S, Grimsby, ON L3M 4C3"
12,"$909,000",230 Dominion Dr,3+2BD3BA6 Parking,"230 Dominion Dr, Stayner, ON L0M 1S0"
13,"$2,998,800",4708 WILLOW PLACE,"5BD3BA6 Parking2,696 sqft","Toronto, ON"
14,"$4,988,800",12630 ANSELL STREET,"7BD6BA8 Parking6,509 sqft","12630 Ansell St, Maple Ridge, BC V4R 1L4"
15,"$689,900",10 Highland Dr,3+1BD2BA3 Parking,"10 Highland Dr, Orangeville, ON L9W 2Y3"
16,"$1,899,000",40276 ARISTOTLE DRIVE,"4BD3BA4 Parking2,495 sqft","Richmond Hill, ON"
17,"$1,649,000",12 Mussle White Rd,"4+2BD5BA6 Parking2,500-3,000 sqft","12 Mussle White Rd, Brampton, ON L6Y 0E3"
18,"$1,799,990",Lot 21 Eastman Dr,"4BD4BA6 Parking2,500-3,000 sqft","21 Eastman Dr, Brampton, ON L6X 0J4"
19,"$1,100,000",24 Dean Rd,2+2BD3BA6 Parking,"24 Dean Park Rd, Scarborough, ON"
20,"$1,499,900",10269 WILDROSE DRIVE,"6BD4BA12 Parking4,132 sqft","Markham, ON"
21,"$899,900",69 Conservation Blvd,"3+2BD3BA6 Parking1,500-2,000 sqft","69 Conservation Ave, Markham, ON"
22,"$1,600,000",43 Augusta Dr,"4BD4BA8 Parking3,500-5,000 sqft","43 Augusta Dr Way, Markham, ON"
23,"$3,399,000",8941 MACKIE STREET,"6BD6BA6 Parking5,351 sqft","St. Catharines, ON"
24,"$4,388,000",6608 LABURNUM STREET,"5BD4BA2 Parking3,940 sqft","6608 Laburnum St, Vancouver, BC V6P 5M7"
25,"$1,999,999",525 Cliffview Rd,"4+1BD6BA5 Parking3,500-5,000 sqft","525 Cliffview Rd, Pickering, ON L1W 2N8"
26,"$1,888,000",35 Dougherty Crt,4+1BD3BA6 Parking,"35 Dougherty Ct, Ancaster, ON L9G 3K9"
27,"$1,699,900",2833 KITCHENER STREET,"4BD4BA1 Parking1,624 sqft","Toronto, ON"
28,"$849,900",108 Royal Gala Drive,"2+2BD3BA4 Parking1,480 sqft","108 Royal Gala Dr, Brighton, ON K0K 1H0"
29,"$2,499,900",102 Albert Street,"3BD2BA9 Parking2,287 sqft","102 Albert Lewis St, Markham, ON L6B 0K4"
30,"$2,288,000",1400 DAYTON STREET,"7BD6BA4 Parking3,953 sqft","1400 Dayton St, Coquitlam, BC V3E 0G3"
31,"$2,888,800",5288 MERGANSER DRIVE,"5BD5BA6 Parking3,464 sqft","Guelph, ON"
32,"$879,900",310 CLOVER PLACE,"4BD3BA4 Parking2,123 sqft","Markham, ON"
33,"$547,000",331 Victoria St,3BD2BA2 Parking,"331 Victoria St, Toronto, ON M5B 1W1"
34,"$1,225,000",114 Summerset Dr,4+2BD4BA4 Parking,"114 Summerset Dr, Barrie, ON L4N 6G5"
35,"$1,499,000",19 Southside Rd,"1+2BD3BA8 Parking2,500-3,000 sqft","19 Southside Rd, Lindsay, ON K9V 4R5"
36,"$849,900",108 Royal Gala Dr,"2+2BD3BA4 Parking1,100-1,500 sqft","108 Royal Gala Crescent, Richmond Hill, ON"
37,"$1,499,999",48 Benson Ave,"3+1BD4BA8 Parking2,500-3,000 sqft","48 Benson Ave, Richmond Hill, ON L4C 4E6"
38,"$2,650,000",52 WALTON WAY,"4BD3BA4 Parking2,488 sqft","52 Walton St, Toronto, ON M5G 1Z4"
39,"$2,249,000",26 Douglas St,"3BD4BA13 Parking2,500-3,000 sqft","26 Douglas St, Brantford, ON N3T 5L7"
40,"$1,677,000",83707 Bowers Lane,"4BD2BA5 Parking1,600 sqft","83707 Bowers Ln, Goderich, ON N7A 3X9"
41,"$1,839,900",46146 CRESTVIEW DRIVE,"8BD6BA0 Parking4,221 sqft","Toronto, ON"
42,"$3,998,000",2748 HIGHVIEW PLACE,"4BD4BA4 Parking3,781 sqft","Toronto, ON"
43,"$3,498,000",4545 W 9TH AVENUE,"6BD6BA3 Parking2,726 sqft","Hamilton, ON"
44,"$1,899,999",879 Morgan's Pt,"3BD2BA14 Parking2,000-2,500 sqft","879 Morgan's Point Rd, Port Colborne, ON L3K 2S6"
45,"$799,900",52 Talbot Rd,"4+1BD2BA4 Parking2,000-2,500 sqft","52 Talbot Rd, North York, ON M2M 1R9"
46,"$1,329,000",417 Elizabeth St,"3+2BD3BA6 Parking2,000-2,500 sqft","417 Elizabeth St, Toronto, ON M5G 2M1"
47,"$769,000",58 Strickland St,"2+2BD2BA7 Parking2,500-3,000 sqft","58 Strickland St, Harcourt, ON K0L 2H0"
48,"$588,800",3 East 33rd St,"3BD1BA1 Parking1,100-1,500 sqft","Hamilton, ON"
49,"$899,900",8401 Jeffrey Crt,"4BD3BA6 Parking2,000-2,500 sqft","8401 Jeffrey Ct, Niagara Falls, ON L2H 0L4"
50,"$859,955",11 Brunswick St,3+1BD3BA3 Parking,"11 Brunswick St, Brampton, ON L6X 4Y5"
51,"$1,298,000",89 Seaforth Ave,"3BD2BA0 Parking1,500-2,000 sqft","89 Seaforth Ave, Toronto, ON M6K 1N8"
52,"$989,900",611 Banner Ave,9BD5BA5 Parking,"611 Banner Ave, Brooklyn, NY 11235, USA"
53,"$1,759,900",1018 E 16TH AVENUE,"3BD4BA1 Parking1,562 sqft","1018 16th Ave, Richmond Hill, ON L4B 3K9"
54,"$469,900",83 Commercial Street,"3BD2BA2 Parking1,026 sqft","83 Commercial St, Milton, ON L9T 2H8"
55,"$949,000",3521 East Bayshore Road,2+1BD2BA12 Parking913 sqft,"3521 E Bayshore Rd, Owen Sound, ON N4K 5N3"
56,"$1,095,000",1882 Fountain Grass Drive,"4BD3BA4 Parking2,090 sqft","1882 Fountain Grass Dr, London, ON N6K 4P9"
57,"$749,900",98 Meadowridge Road,"3BD3BA6 Parking1,500 sqft","98 Stratheden Ln, Vaughan, ON"
58,"$1,225,000",114 Summerset Drive,"4+2BD4BA4 Parking2,875 sqft","114 Summerset Dr, Barrie, ON L4N 6G5"
59,"$759,900",652 Garibaldi Avenue,"3BD3BA3 Parking1,804 sqft","652 Garibaldi Ave, London, ON N5X 4R6"
60,"$549,900",230 Butler Street,"2+1BD1BA6 Parking1,080 sqft","230 Butler St, Woodstock, ON N4S 3A9"
61,"$529,900",79 Henry Street,"6BD3BA3 Parking2,336 sqft","79 Henry St, Toronto, ON M5T 1P9"
62,"$779,000",15 Henry Street,"2+1BD2BA6 Parking1,103 sqft","15 Henry St, Toronto, ON M5T 1W9"
63,"$425,000",61 York Street,"3BD1BA1 Parking1,200 sqft","61 York St, Toronto, ON M5J 2P1"
64,"$189,900",211 Mary Street,"1BD2BA3 Parking1,000 sqft","211 Mary St W, Whitby, ON"
65,"$964,900",12833 County Road 16,"4BD4BA10 Parking20,473 sqft","12833 Wellington 16, Conn, ON N0G 1N0"
66,"$749,900",48-50 Courtwright Street,"7BD4BA4 Parking3,552 sqft","48 Courtwright St, Fort Erie, ON L2A 2R5"
67,"$1,499,000",19 Southside Road,"1+2BD3BA8 Parking2,700 sqft","19 Southside Rd, Lindsay, ON K9V 4R5"
68,"$1,199,900",301 Ridge Road,"4BD3BA4 Parking2,385 sqft","301 Ridge Rd, Guelph/Eramosa, ON N0B 2K0"
69,"$460,000",97 Golf Course Road,2BD1BA4 Parking700 sqft,"Clarington, ON"
70,"$399,900",733 Verulam Street,,"733 Verulam St, London, ON N6C 2Z6"
71,"$899,900",8401 Jeffrey Court,"4BD3BA6 Parking2,200 sqft","8401 Jeffrey Ct, Niagara Falls, ON L2H 0L4"
72,"$1,200,000",16 Peregrine Avenue,"3+2BD4BA6 Parking7,579 sqft","16 Peregrine Ave, Middlesex Centre, ON N0L 1R0"
73,"$574,900",22 Constable Street,2+3BD2BA3 Parking917 sqft,"22 Constable St, Aurora, ON L4G 7C4"
74,"$975,000",6 Turnberry Court,"2+2BD3BA6 Parking1,714 sqft","Toronto, ON"
75,"$799,900",52 Talbot Road,"4+1BD2BA3 Parking2,066 sqft","52 Talbot Rd, North York, ON M2M 1R9"
76,"$1,149,900",25 Beaconsfield Avenue,"4BD3BA4 Parking2,495 sqft","25 Beaconsfield Ave, Toronto, ON M6J 3J1"
77,"$1,199,000",115 North Road,"5BD7BA12 Parking65,340 sqft","115 North Dr, Scarborough, ON M1N 1Y9"
78,"$1,329,900",3143 GLEN DRIVE,"3BD3BA2 Parking1,220 sqft","Toronto, ON"
79,"$1,598,000",1735 BLAINE AVENUE,"4BD2BA0 Parking1,840 sqft","Toronto, ON"
80,"$1,299,900",3041 SANDLEWOOD WAY,"5BD2BA6 Parking2,140 sqft","3041 Sandalwood Pkwy E, Brampton, ON L6R 3J6"
81,"$1,099,900",419R Skinner Rd,"4BD3BA2 Parking2,000-2,500 sqft","419 Skinner Rd, Hamilton, ON L0R 2H1"
82,"$1,199,000",326 Lakeshore Dr,3BD2BA5 Parking,"326 Lake Shore Blvd E, Toronto, ON"
83,"$1,100,000",145 Clark Street,Multiplex,"Toronto, ON"
84,"$785,700",154 Sienna Avenue,"2BD2BA4 Parking1,517 sqft","154 Sienna Ave, Belleville, ON"
85,"$849,000",148 Sienna Avenue,"3BD2BA4 Parking1,711 sqft","148 Sienna Ave, Belleville, ON"
86,"$909,000",230 Dominion Drive,"3+2BD3BA6 Parking1,643 sqft","230 Dominion Dr, Stayner, ON L0M 1S0"
87,"$827,900",152 Sienna Avenue,"2BD2BA4 Parking1,571 sqft","152 Sienna Ave, Belleville, ON"
88,"$899,900",150 Sienna Avenue,"3BD3BA4 Parking2,128 sqft","150 Sienna Ave, Belleville, ON"
89,"$799,000",6681 Rama Road,"2BD1BA8 Parking38,027 sqft","6681 Rama Rd, Washago, ON L0K 2B0"
90,"$1,888,000",35 Dougherty Court,"5BD4BA6 Parking3,296 sqft","35 Dougherty Ct, Ancaster, ON L9G 3K9"
91,"$499,000",6184 County Rd 121,,No Address Found
92,"$949,000",46 United Street,"2+2BD4BA8 Parking2,106 sqft","46 United St, Selby, ON K0K 2Z0"
93,"$1,600,000",43 Augusta Drive,"4BD4BA8 Parking3,897 sqft","43 Augusta Dr Way, Markham, ON"
94,"$399,900",222 Latimer Lane,,"222 Latimer Ave, Toronto, ON M5N 2M2"
95,"$499,000",64 Catherine Street,"4BD3BA4 Parking1,520 sqft","64 Catherine St, Toronto, ON"
96,"$1,100,000",24 Dean Road,"2+2BD3BA6 Parking1,800 sqft","24 Dean Park Rd, Scarborough, ON"
97,"$1,899,900",1031 Reindeer Lane,"2+3BD3BA9 Parking47,480 sqft","Toronto, ON"
98,"$949,000",127 Jack's Way,"4BD3BA4 Parking2,300 sqft",No Address Found
99,"$1,499,990",16803 Leslie Hill Road,"3BD2BA9 Parking40,510 sqft","16803 Leslie Hill Rd, Terra Cotta, ON L0P 1N0"
100,"$699,900",122 Bridlewood Drive,"5BD2BA2 Parking1,529 sqft","122 Bridlewood Blvd, Toronto, ON"
101,"$749,900",29 GROSVENOR Drive,"5BD3BA2 Parking1,338 sqft","29 Grosvenor Ct, Thornhill, ON L3T 5T5"
102,"$899,900",9 Myrtle Street,"3BD3BA2 Parking1,848 sqft","9 Myrtle St, Welland, ON L3B 5N5"
103,"$1,399,000",32 Woodside Drive,"4BD3BA2 Parking2,560 sqft","32 Woodside Dr, Hamilton, ON L8T 1C3"
104,"$2,590,000",3805 St Francis Cres,4BD4BA6 Parking,"3805 St Francis Crescent, Windsor, ON N9H 1W7"
105,"$1,400,000",31630 ISRAEL AVENUE,"4BD4BA10 Parking3,579 sqft","31630 Israel Ave, Mission, BC V4S 1E4"
106,"$1,499,000",309 NINTH STREET,"4BD2BA3 Parking1,854 sqft","309 Ninth St, Etobicoke, ON M8V 3E6"
107,"$1,149,900",9 Cambridge Cres,3+2BD2BA5 Parking,"9 Cambridge Crescent, Brampton, ON L6X 2G2"
108,"$1,650,000",Lot 88 Eastman Dr,"5BD4BA6 Parking2,500-3,000 sqft","88 Eastman Dr, Brampton, ON"
109,"$2,795,000",12640 ANSELL STREET,"5BD4BA12 Parking3,160 sqft","12640 Ansell St, Maple Ridge, BC V4R 1L4"
110,"$2,888,000",8840 SAUNDERS ROAD,"5BD6BA8 Parking3,895 sqft","Toronto, ON"
111,"$4,480,000",1418 BRAMWELL ROAD,"6BD4BA4 Parking4,200 sqft","1418 Bramwell Rd, West Vancouver, BC V7S 2N9"
112,"$1,499,900",6132 147TH STREET,"7BD4BA7 Parking3,511 sqft","6132 147 St, Surrey, BC V3S 6N4"
113,"$8,588,000",3370 CRAIGEND ROAD,"4BD5BA8 Parking5,116 sqft","3370 Craigend, West Vancouver, BC V7V 3G2"
114,"$559,900",60 Frederick St,2BD1BA4 Parking,"60 Frederick St, Toronto, ON"
115,"$589,000",508 Milne Rd,"4BD3BA7 Parking1,500-2,000 sqft","Regional Municipality of York, ON"
116,"$1,150,000",105 Argyle St,"3BD3BA6 Parking1,500-2,000 sqft","105 Argyle St, Toronto, ON M6J 1N8"
117,"$1,850,000",24-26 Temperance St,8BD4BA6 Parking,"24 Temperance St, Bolton, ON L7E 1B9"
118,"$6,978,600",137 STEVENS DRIVE,"6BD7BA8 Parking6,595 sqft","137 Stevens Dr, West Vancouver, BC V7S 1C3"
119,"$1,999,000",34201 LAXTON AVENUE,"9BD9BA20 Parking5,650 sqft","Toronto, ON"
120,"$1,200,000",2186 FRANKLIN STREET,"3BD2BA0 Parking1,432 sqft","Toronto, ON"
121,"$969,000",43433 BLUE GROUSE LANE,"3BD3BA1 Parking1,615 sqft","Vaughan, ON"
122,"$8,280,000",4042 W 29TH AVENUE,"7BD9BA3 Parking5,727 sqft","4042 W 29th Ave, Vancouver, BC V6S 1V5"
123,"$1,195,000",33543 CHERRY AVENUE,"2BD1BA8 Parking1,646 sqft","Old Toronto, ON"
124,"$887,000",319580 Grey 1 Rd,"2BD1BA4 Parking1,100-1,500 sqft","319580 Grey Rd 1, Kemble, ON N0H 1S0"
125,"$639,000",34 Adelaide St,"3BD1BA3 Parking1,100-1,500 sqft","34 Adelaide St E, Toronto, ON"
126,"$2,328,000",3205 KITCHENER STREET,"6BD4BA3 Parking2,283 sqft","Toronto, ON"
127,"$1,579,000",351A Melrose St,3BD4BA3 Parking,"351A Melrose St, Etobicoke, ON M8Z 1G9"
128,"$1,329,800",104 Sharpe Cres,"4BD4BA4 Parking3,000-3,500 sqft","104 Sharpe Cres, Tottenham, ON L0G 1W0"
129,"$749,900",22 Forster Ave,3BD2BA5 Parking,"22 Forster Ave, Thorold, ON L2V 4J5"
130,"$1,159,000",12 Ellen St,7BD4BA7 Parking,"12 Ellen St, Brampton, ON L6V 1J6"
131,"$1,686,800",5245 EMPIRE DRIVE,"5BD2BA3 Parking2,151 sqft","Barrie, ON"
132,"$1,149,000",1108 Park Ridge Dr,4BD4BA4 Parking,"1108 Park Ridge Dr, Oshawa, ON L1K 2N8"
133,"$1,797,000",Lot 82 Eastman Dr,"5BD4BA6 Parking2,500-3,000 sqft","82 Eastman Dr, Brampton, ON"
134,"$2,550,000",675 DUCHESS AVENUE,"4BD4BA4 Parking2,863 sqft","675 Duchess Ln, Toronto, ON M5A 2Y8"
135,"$679,900",37 Laurie Crescent,"3BD2BA3 Parking1,263 sqft","37 Laurie Shepway, North York, ON M2J 1X7"
136,"$2,898,000",977 W 20TH AVENUE,"5BD3BA4 Parking2,602 sqft","977 W 20th Ave, Vancouver, BC V5Z 1Y4"
137,"$2,620,000",5625 DAFFODIL LANE,"4BD4BA4 Parking3,555 sqft","Markham, ON"
138,"$1,049,000",143 Forestview Dr,"2+1BD3BA10 Parking1,100-1,500 sqft","Pickering, ON"
139,"$600,000",1640 Norfolk Country 21 Rd,"1+2BD1BA10 Parking1,100-1,500 sqft","1640 Norfolk County Rd 21, Delhi, ON N4B 2W4"
140,"$1,989,000",3 Juniper Crt,"4BD3BA8 Parking3,500-5,000 sqft","3 Juniper Ct, Tottenham, ON L0G 1W0"
141,"$3,400,000",2261 HAWTHORNE AVENUE,"4BD2BA5 Parking2,200 sqft","2261 Hawthorne Ave, Port Coquitlam, BC V3C 1W7"
142,"$1,799,900",7100 WILLIAMS ROAD,"4BD2BA5 Parking1,767 sqft","7100 Williams Rd, Niagara Falls, NY 14304, USA"
143,"$1,789,000",32498 BOBCAT DRIVE,"10BD6BA8 Parking6,083 sqft",No Address Found
144,"$899,999",127 Trafalgar Rd,2BD2BA4 Parking,"127 Trafalgar Rd, Hillsburgh, ON N0B 1Z0"
145,"$349,000",LOT 1-2 Boundary Lane,,"1 Boundary Ln, Thorold, ON L2V 1X8"
146,"$999,000",1567 PRAIRIE AVENUE,"3BD2BA3 Parking1,882 sqft","Toronto, ON"
147,"$2,295,000",1415 RUPERT STREET,"5BD4BA5 Parking2,522 sqft","Toronto, ON M1K 1T3"
148,"$2,999,900",270-272 Floyd Ave,4+2BD3BA6 Parking,"270 Floyd Ave, East York, ON M4J 2J3"
149,"$764,900",878 Cumberland Ave E,"5BD6BA7 Parking1,500-2,000 sqft","878 Cumberland Ave, Peterborough, ON K9H 7B2"
150,"$2,688,000",3637 E 46TH AVENUE,"5BD2BA12 Parking2,182 sqft","3637 E 46th Ave, Vancouver, BC V5S 1B7"
151,"$4,695,000",905 BRAESIDE STREET,"4BD6BA3 Parking3,814 sqft","Toronto, ON"
152,"$679,900",37 Laurie Cres,"3BD2BA3 Parking1,100-1,500 sqft","37 Laurie Shepway, North York, ON M2J 1X7"
153,"$2,100,000",18 Southwinds Dr,3+3BD4BA27 Parking,"18 Southwinds Dr, Ballinafad, ON N0B 1H0"
154,"$789,000",83 Wagner Cres,"3BD3BA3 Parking1,500-2,000 sqft","83 Wagner Crescent, Angus, ON L0M 1B6"
155,"$1,800,000",5 Allen Ave,3BD4BA1 Parking,"5 Allen Ave, Toronto, ON M4M 1T5"
156,"$699,900",122 Bridlewood Dr,"5BD2BA4 Parking1,500-2,000 sqft","122 Bridlewood Blvd, Toronto, ON"
157,"$1,279,000",135 Andrea Lane,"3BD2BA3 Parking1,500-2,000 sqft","135 Andrea Ln, Woodbridge, ON L4L 1E6"
158,"$749,900",29 Grosvenor Dr,"3+2BD3BA8 Parking1,100-1,500 sqft","29 Grosvenor Ct, Thornhill, ON L3T 5T5"
159,"$849,900",5 Cutting Dr,"2+1BD3BA6 Parking1,100-1,500 sqft","5 Cutting Dr, Elora, ON N0B 1S0"
160,"$969,900",7713 Sassafras Tr,"1+3BD4BA6 Parking2,500-3,000 sqft","7713 Sassafras Trail, Niagara Falls, ON L2H 2Y6"
161,"$1,589,000",LOT 77 Terravita Drive,"4BD4BA4 Parking2,890 sqft","Niagara Falls, ON"
162,"$1,295,000",30 Queen St,3+1BD3BA4 Parking,"30 Queen St W, Toronto, ON"
163,"$949,000",77 Flagg Ave,"5BD4BA6 Parking2,500-3,000 sqft","77 Flagg Ave, Brant, ON N3L 3E3"
164,"$1,165,990",Lot 54 Dobson St,"4BD3BA6 Parking2,000-2,500 sqft","54 Dobson St, Lindsay, ON K9V 0E2"
165,"$2,279,000",8187 CARTIER STREET,"4BD2BA1 Parking1,710 sqft","Toronto, ON"
166,"$767,000",7539 RYAN STREET,"4BD2BA0 Parking2,292 sqft","Toronto, ON"
167,"$3,295,000",24 North Dr,"4+1BD6BA4 Parking3,000-3,500 sqft","24 North Dr, Scarborough, ON M1N 1Z1"
168,"$1,199,000",37951 THIRD AVENUE,"3BD2BA3 Parking1,558 sqft",No Address Found
169,"$3,338,000",3569 W 34TH AVENUE,"4BD2BA1 Parking2,239 sqft","3569 W 34th Ave, Vancouver, BC V6N 2K7"
170,"$795,000",63 Sunset Crt,"3BD1BA7 Parking700-1,100 sqft","63 Sunset Ct, Bobcaygeon, ON K0M 1A0"
171,"$329,900",653 Ann Street,2+1BD2BA2 Parking800 sqft,No Address Found
172,"$734,900",125 Saul Street,"3+1BD4BA4 Parking1,836 sqft","125 Saul St, Odessa, ON K0H 2H0"
173,"$1,200,000",505606 Old Stage Road,"4BD2BA12 Parking1,968 sqft","505606 Old Stage Rd, Woodstock, ON N4S 7V8"
174,"$887,000",319580 Grey Road 1,"2BD1BA4 Parking2,381 sqft","319580 Grey Rd 1, Kemble, ON N0H 1S0"
175,"$575,000",94 Borden Avenue,"3BD2BA3 Parking2,080 sqft","94 Borden St, Toronto, ON M5S 2N1"
176,"$699,900",246 Hill Street,"2BD2BA4 Parking1,200 sqft",No Address Found
177,"$969,900",7713 Sassafras Trail,"4BD4BA6 Parking2,491 sqft","7713 Sassafras Trail, Niagara Falls, ON L2H 2Y6"
178,"$1,149,900",9 Cambridge Crescent,"3+1BD2BA5 Parking1,019 sqft","9 Cambridge Crescent, Richmond Hill, ON L4C 6E8"
179,"$69,000",9539 Lover's Lane,,"9539 Lovers Ln, Mount Forest, ON N0G 2L0"
180,"$638,000",32 Stuart Lane,"3BD1BA6 Parking1,051 sqft","Town of, 32 Stuart Ln, Bracebridge, ON P1L 1X2"
181,"$1,199,000",160 4th Avenue,"4BD4BA8 Parking3,000 sqft","Toronto, ON"
